,nse_jan,nse_feb,nse_mar,nse_apr,nse_may,nse_jun,nse_jul,nse_aug,nse_sep,nse_oct,nse_nov,nse_dec,rmf_frac,vcmx_frac,dilefw_frac,ltovrc_frac,sla_frac,qe_frac,bb_frac,smcdry_frac,smcmax_frac,reffrac,wltfrac,smcmax_2,smcmax_3,smcmax_6,smcmax_7,smcmax_9,smcmax_12,smcwlt_2,smcwlt_3,smcwlt_6,smcwlt_7,smcwlt_9,smcwlt_12,smcref_2,smcref_3,smcref_6,smcref_7,smcref_9,smcref_12,smcdry_2,smcdry_3,smcdry_6,smcdry_7,smcdry_9,smcdry_12,bb_2,bb_3,bb_6,bb_7,bb_9,bb_12,sla,rmf,dilefw,ltovrc,vcmx,qe
41,0.285911095528515,-0.017759196276938782,-0.13734266723235744,0.014021884811217578,0.2345492250818999,0.2317392842707049,0.2957245885684243,0.41150781309135487,0.4945621963791753,0.6095102471649221,0.6433581766958218,0.43268286543121726,0.4311,0.19330000000000006,0.5009,0.1773,0.2591,0.9979,0.7181000000000001,0.7171000000000001,0.4569,0.3821,0.4785,0.3920348,0.4081728,0.434828,0.4113452,0.4444314,0.5015175999999999,0.056054000000000014,0.079065,0.126452,0.166194,0.194366,0.278194,0.18443226368000004,0.20481709037999998,0.2442824696,0.25986627351999997,0.28991598934,0.36352594755999995,0.056054000000000014,0.079065,0.126452,0.166194,0.194366,0.278194,5.11059,5.3506800000000005,5.9740920000000015,8.248717999999998,9.801388000000001,13.264266,30.728,1.2933,0.5009,0.3546,27.397,0.179706
430,0.29152883920162453,-0.02107817162974701,0.020269120466648638,0.14837802555815627,0.21470372081722555,0.023912189208681323,0.06650260042104827,0.2189664787927016,0.3609859492018429,0.5829761294830744,0.6491584011186008,0.4877741252938501,0.9535,0.31210000000000004,0.30110000000000003,0.1809,0.8067,0.7421,0.8383,0.9609,0.4053,0.5079,0.5885,0.38728759999999995,0.4023936,0.42863599999999996,0.40577240000000003,0.43896179999999996,0.49615119999999996,0.060894,0.08896499999999999,0.134372,0.17543399999999998,0.202726,0.287434,0.22666930944,0.24815538594,0.28382868559999996,0.29242287336,0.32271016282000003,0.39344146588,0.060894,0.08896499999999999,0.134372,0.17543399999999998,0.202726,0.287434,5.57937,5.687239999999999,6.373156,9.063674,10.700484,14.209038,74.536,2.8605,0.30110000000000003,0.3618,38.08900000000001,0.143894
569,0.2680800179656513,-0.21908944538225494,-0.32311345579149187,-0.1859476718277011,0.013623467530947453,-0.12284174982919249,0.0701639674752439,0.2768445468767833,0.4015665684288343,0.5498437983133206,0.6199255271186049,0.48618032322830584,0.0585,0.33190000000000003,0.5647,0.2605,0.4225,0.9225,0.5513,0.35810000000000003,0.5327000000000001,0.8611,0.7545000000000001,0.39900840000000004,0.4166624,0.443924,0.4195316,0.4524662,0.5094008000000001,0.06819800000000001,0.103905,0.146324,0.189378,0.215342,0.30137800000000003,0.35305883543999994,0.37322039714,0.40258736,0.38756326496,0.41952964862,0.4805064330800001,0.06819800000000001,0.103905,0.146324,0.189378,0.215342,0.30137800000000003,4.46007,4.88364,5.420316000000001,7.117814,8.553723999999999,11.953218,43.8,0.17550000000000002,0.5647,0.521,39.871,0.16915
688,0.38789245985365073,0.12316980490489404,0.04428773957818932,0.19177245612253546,0.4438790466227994,0.30560232391317743,0.12442981369729056,-0.08333905282812992,-0.4119324490424807,-0.4584776237608488,0.19233199065077833,0.5173493821000518,0.9461,0.14229999999999998,0.6187,0.048700000000000014,0.8531000000000001,0.7571,0.042900000000000015,0.4653000000000001,0.4869,0.2763,0.1573,0.3947948,0.4115328,0.438428,0.4145852,0.44761140000000005,0.5046376,0.041921200000000006,0.050156999999999986,0.1033256,0.1392132,0.16995480000000002,0.2512132,0.13942017568,0.15000513354,0.19591439312,0.2152984836,0.24667131858,0.32123436172,0.041921200000000006,0.050156999999999986,0.1033256,0.1392132,0.16995480000000002,0.2512132,2.4773099999999997,3.46012,3.732428,3.670862,4.750892,7.957194,78.248,2.8383000000000003,0.6187,0.0974,22.807,0.14599399999999998
1161,0.27471691822056166,-0.010906355244007848,0.03473817091746245,0.1306495408948124,0.5674970969231417,0.5486192198153069,0.5311703188280832,0.568742036012031,0.49380572597637784,0.38595091221977873,0.1515394860189374,0.16696876510429604,0.7363000000000001,0.5933,0.5269,0.8875000000000001,0.8339000000000001,0.9905,0.4819,0.4345,0.0533,0.2503,0.9353,0.3549036,0.3629696,0.386396,0.36775640000000004,0.4016498,0.4595432,0.07615319999999999,0.12017699999999999,0.15934160000000006,0.2045652,0.22908280000000006,0.3165652,0.14592442511999998,0.18094798778,0.21617331632000006,0.24541195736,0.2722763201,0.3523525934,0.07615319999999999,0.12017699999999999,0.15934160000000006,0.2045652,0.22908280000000006,0.3165652,4.1894100000000005,4.68932,5.189908,6.6472820000000015,8.034612,11.407734,76.712,2.2089000000000003,0.5269,1.775,63.39700000000001,0.17867
1180,0.3378608924506854,0.02714348627277774,-0.05453839394803528,0.10807970160051095,0.28656107343104553,0.11275373596771654,0.059052837465471075,0.06123441470350732,-0.008398181171664909,0.09650450211847383,0.47379924963134057,0.5389174281960478,0.7967000000000001,0.2673,0.6833,0.1619,0.8499000000000001,0.4963,0.4645,0.9509,0.9169,0.9049,0.0277,0.4343548,0.4596928,0.49002799999999996,0.4610252,0.49319140000000006,0.5493576,0.0362188,0.038493,0.09399439999999999,0.1283268,0.1601052,0.2403268,0.3964920664000001,0.41963669901999995,0.45236520464,0.42938558216,0.46151490238,0.51996877092,0.0362188,0.038493,0.09399439999999999,0.1283268,0.1601052,0.2403268,4.12155,4.6406,5.13214,6.5293100000000015,7.90446,11.27097,77.992,2.3901000000000003,0.6833,0.3238,34.056999999999995,0.109482
1278,0.3067288783197015,-0.010466603473655578,-0.059385135777396014,0.0994419486436654,0.2572345603837136,0.10831893950873295,0.11291324771224986,0.16707559420321683,0.182406543781522,0.3510439052173404,0.5837229010638512,0.5032997019769374,0.9621,0.3605,0.5351,0.1971,0.8443,0.8653000000000001,0.9945,0.6175,0.8185,0.9231,0.3451,0.42530200000000007,0.448672,0.47822,0.450398,0.48276099999999994,0.5391239999999999,0.0501844,0.06705900000000001,0.1168472,0.1549884,0.1842276,0.2669884,0.39645545656,0.4193259603,0.45043043168,0.4276810017599999,0.45980378154,0.5181967723600001,0.0501844,0.06705900000000001,0.1168472,0.1549884,0.1842276,0.2669884,6.18855,6.1246,6.8917399999999995,10.12271,11.868860000000002,15.43677,77.54400000000003,2.8863000000000003,0.5351,0.3942,42.44500000000001,0.161142
1314,0.268959437020054,-0.08657267824807491,-0.2402142438173931,-0.1398171677897071,0.226755938978086,0.47136158540437123,0.5353625841051373,0.5166402981615126,0.36583047871385466,0.2814218588185531,0.5115304891866057,0.4322665663743912,0.7665000000000001,0.0779,0.1239,0.049700000000000015,0.7745000000000001,0.4701,0.5275000000000001,0.2861,0.9891,0.1027,0.3279,0.4409972,0.4677792,0.498692,0.4688228,0.5008446,0.5568664000000001,0.0494276,0.065511,0.1156088,0.1535436,0.18292039999999998,0.2655436,0.08964179792000002,0.10682394413999999,0.15495144464000002,0.18592277384,0.21557121534,0.29546245156,0.0494276,0.065511,0.1156088,0.1535436,0.18292039999999998,0.2655436,4.36725,4.817,5.3413,6.95645,8.3757,11.76615,71.96000000000002,2.2995,0.1239,0.09940000000000003,17.011,0.105814
1378,0.2948248954945607,-0.043917140028340906,-0.14461121505294083,0.021749588983153934,0.24651942322743303,0.16866449205914302,0.13143412524793674,0.057647212932673275,-0.19731743312753958,-0.29766148260382974,0.20790092554710704,0.4200749869002227,0.0069,0.0415,0.13990000000000002,0.4383,0.7777000000000001,0.5965,0.9327,0.7647,0.8213,0.2479,0.1169,0.4255596,0.4489856,0.47855600000000004,0.4507004,0.4830577999999999,0.5394152000000001,0.040143599999999995,0.046520999999999986,0.1004168,0.1358196,0.16688440000000002,0.2478196,0.1356882264,0.14629197434,0.19415750767999998,0.21387855032000003,0.24526378586,0.32010614924,0.040143599999999995,0.046520999999999986,0.1004168,0.1358196,0.16688440000000002,0.2478196,5.94753,5.95156,6.6865640000000015,9.703706,11.406596,14.951022000000002,72.21600000000002,0.0207,0.13990000000000002,0.8766,13.735,0.12351
1381,0.33271795076075283,-0.017260640490783352,-0.11143136013873334,0.0534990143148838,0.2656080953347879,0.17591068633450224,0.2190595013325496,0.3124276157079944,0.36165316911414924,0.48975460288338724,0.6236478251631736,0.5132276960082653,0.4225,0.2519,0.0609,0.2801,0.7027,0.6353,0.8711,0.6113000000000001,0.4123,0.9725,0.1863,0.3879316,0.4031776,0.429476,0.4065284,0.4397038,0.4968792,0.043197200000000005,0.052767,0.1054136,0.14164920000000003,0.1721588,0.2536492,0.378451404,0.3935413085,0.420564284,0.39924422200000004,0.4323463125000001,0.4901903750000001,0.043197200000000005,0.052767,0.1054136,0.14164920000000003,0.1721588,0.2536492,5.70729,5.77908,6.482052,9.286058,10.945828,14.466845999999999,66.21600000000001,1.2675,0.0609,0.5602,32.671,0.128942
